DIPUTACIONES LOCALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040236C0100,'040236C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0236,1,C,0,1,3,,,,,1,2,1,14,34,31,31,14,27,1,24,49,40,46,36,,,,744,,,,,,,,,,,
'040237B0100,'040237B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0237,1,B,0,1,3,,,,,1,2,1,32,31,27,7,25,17,41,14,19,48,44,37,,,,577,,,,,,,,,,,
'040237C0100,'040237C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0237,1,C,0,1,3,,,,,1,2,1,14,30,37,45,36,33,13,24,3,17,37,1,,,,576,,,,,,,,,,,
'040239B0100,'040239B010003,'04,CAMPECHE,'020,020. PALIZADA,'0239,1,B,0,1,3,,,,,1,2,1,22,44,46,28,13,26,16,37,49,37,6,47,,,,460,,,,,,,,,,,
'040239C0100,'040239C010003,'04,CAMPECHE,'020,020. PALIZADA,'0239,1,C,0,1,3,,,,,1,2,1,2,45,15,21,14,15,29,3,14,5,10,36,,,,460,,,,,,,,,,,
'040240B0100,'040240B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0240,1,B,0,1,3,,,,,1,2,1,19,31,26,20,48,24,12,11,21,29,42,28,,,,546,,,,,,,,,,,
'040240C0100,'040240C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0240,1,C,0,1,3,,,,,1,2,1,26,48,36,26,1,18,6,47,20,47,49,42,,,,545,,,,,,,,,,,
'040240C0200,'040240C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0240,2,C,0,1,3,,,,,1,2,1,9,39,35,9,23,49,17,41,14,17,23,26,,,,545,,,,,,,,,,,
'040241B0100,'040241B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0241,1,B,0,1,3,,,,,1,2,1,10,47,35,35,9,21,8,8,5,47,45,9,,,,521,,,,,,,,,,,
'040241C0100,'040241C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0241,1,C,0,1,3,,,,,1,2,1,19,20,16,30,35,13,10,16,21,20,15,45,,,,521,,,,,,,,,,,
'040241C0200,'040241C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0241,2,C,0,1,3,,,,,1,2,1,28,17,35,2,14,21,43,5,33,14,41,15,,,,520,,,,,,,,,,,
'040242B0100,'040242B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0242,1,B,0,1,3,,,,,1,2,1,31,35,48,14,30,45,7,25,38,13,7,11,,,,738,,,,,,,,,,,
'040242C0100,'040242C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0242,1,C,0,1,3,,,,,1,2,1,16,20,7,25,37,20,40,26,5,5,20,4,,,,737,,,,,,,,,,,
'040243B0100,'040243B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0243,1,B,0,1,3,,,,,1,2,1,15,49,28,16,49,13,22,11,7,16,5,14,,,,593,,,,,,,,,,,
'040243C0100,'040243C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0243,1,C,0,1,3,,,,,1,2,1,34,11,36,1,47,40,35,44,24,4,49,45,,,,593,,,,,,,,,,,
'040243C0200,'040243C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0243,2,C,0,1,3,,,,,1,2,1,9,21,49,12,12,19,16,2,23,39,32,23,,,,592,,,,,,,,,,,
'040243C0300,'040243C030003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0243,3,C,0,1,3,,,,,1,2,1,11,42,49,11,8,35,3,23,35,38,14,18,,,,592,,,,,,,,,,,
'040244B0100,'040244B010003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,1,B,0,1,3,,,,,1,2,1,22,16,11,46,23,31,4,49,34,18,38,8,,,,701,,,,,,,,,,,
'040244C0100,'040244C010003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,1,C,0,1,3,,,,,1,2,1,47,42,21,26,47,1,15,41,47,8,48,27,,,,701,,,,,,,,,,,
'040244C0200,'040244C020003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,2,C,0,1,3,,,,,1,2,1,10,46,37,2,7,39,9,40,44,12,18,24,,,,700,,,,,,,,,,,
'040244C0300,'040244C030003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,3,C,0,1,3,,,,,1,2,1,17,31,47,8,8,8,16,39,3,29,3,9,,,,700,,,,,,,,,,,
'040244C0400,'040244C040003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,4,C,0,1,3,,,,,1,2,1,13,49,28,15,17,34,16,49,42,32,15,31,,,,700,,,,,,,,,,,
'040244C0500,'040244C050003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,5,C,0,1,3,,,,,1,2,1,49,46,37,18,26,24,30,39,24,20,15,20,,,,700,,,,,,,,,,,
'040244C0600,'040244C060003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,6,C,0,1,3,,,,,1,2,1,44,44,38,40,4,32,12,24,44,12,29,48,,,,700,,,,,,,,,,,
'040244C0700,'040244C070003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,7,C,0,1,3,,,,,1,2,1,21,44,31,36,39,20,16,22,28,35,30,23,,,,700,,,,,,,,,,,
'040244C0800,'040244C080003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,8,C,0,1,3,,,,,1,2,1,28,41,6,7,23,12,12,19,44,30,4,27,,,,700,,,,,,,,,,,
'040244C0900,'040244C090003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,9,C,0,1,3,,,,,1,2,1,32,28,15,2,13,7,14,14,14,8,41,9,,,,700,,,,,,,,,,,
'040244C1000,'040244C100003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,10,C,0,1,3,,,,,1,2,1,23,32,44,15,35,41,15,43,15,11,11,12,,,,700,,,,,,,,,,,
'040244C1100,'040244C110003,'04,CAMPECHE,'011,011. CIUDAD DEL CARMEN,'0244,11,C,0,1,3,,,,,1,2,1,16,16,12,26,35,29,6,37,14,17,27,23,,,,700,,,,,,,,,,,
'040245B0100,'040245B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0245,1,B,0,1,3,,,,,1,2,1,46,9,32,49,14,21,36,44,29,16,20,46,,,,537,,,,,,,,,,,
'040245C0100,'040245C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0245,1,C,0,1,3,,,,,1,2,1,19,44,3,7,12,8,28,48,37,6,4,28,,,,536,,,,,,,,,,,
'040245C0200,'040245C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0245,2,C,0,1,3,,,,,1,2,1,48,32,45,19,13,21,35,32,14,46,43,30,,,,536,,,,,,,,,,,
'040246B0100,'040246B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0246,1,B,0,1,3,,,,,1,2,1,40,33,5,3,5,34,49,38,8,41,35,38,,,,711,,,,,,,,,,,
'040246C0100,'040246C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0246,1,C,0,1,3,,,,,1,2,1,35,14,14,22,42,25,28,49,2,3,38,8,,,,711,,,,,,,,,,,
'040247B0100,'040247B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0247,1,B,0,1,3,,,,,1,2,1,34,48,21,36,49,36,7,27,47,22,23,36,,,,717,,,,,,,,,,,
'040247C0100,'040247C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0247,1,C,0,1,3,,,,,1,2,1,12,26,41,20,15,45,5,12,26,2,2,39,,,,717,,,,,,,,,,,
'040248B0100,'040248B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0248,1,B,0,1,3,,,,,1,2,1,23,12,7,30,19,12,33,34,25,4,40,10,,,,631,,,,,,,,,,,
'040248C0100,'040248C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0248,1,C,0,1,3,,,,,1,2,1,8,46,45,8,45,39,7,5,37,41,39,33,,,,631,,,,,,,,,,,
'040249B0100,'040249B010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0249,1,B,0,1,3,,,,,1,2,1,48,35,16,27,43,31,31,34,10,26,30,38,,,,652,,,,,,,,,,,
'040249C0100,'040249C010003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0249,1,C,0,1,3,,,,,1,2,1,1,9,23,29,28,27,6,47,19,14,12,12,,,,652,,,,,,,,,,,
'040249C0200,'040249C020003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0249,2,C,0,1,3,,,,,1,2,1,49,45,9,8,20,29,9,24,13,25,1,28,,,,651,,,,,,,,,,,
'040249C0300,'040249C030003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0249,3,C,0,1,3,,,,,1,2,1,26,28,16,34,6,31,11,31,39,39,11,34,,,,651,,,,,,,,,,,
'040249C0400,'040249C040003,'04,CAMPECHE,'008,008. CIUDAD DEL CARMEN,'0249,4,C,0,1,3,,,,,1,2,1,28,31,40,20,35,6,42,36,24,45,26,29,,,,651,,,,,,,,,,,
'040250B0100,'040250B010003,'04,CAMPECHE,'012,012. SABANCUY,'0250,1,B,0,2,3,,,,,1,2,1,12,23,2,18,44,12,17,34,13,48,21,7,,,,692,,,,,,,,,,,
'040250C0100,'040250C010003,'04,CAMPECHE,'012,012. SABANCUY,'0250,1,C,0,2,3,,,,,1,2,1,42,34,9,2,32,29,3,41,10,27,36,11,,,,692,,,,,,,,,,,
'040250C0200,'040250C020003,'04,CAMPECHE,'012,012. SABANCUY,'0250,2,C,0,2,3,,,,,1,2,1,37,43,20,21,27,29,45,6,4,40,45,18,,,,692,,,,,,,,,,,
'040251B0100,'040251B010003,'04,CAMPECHE,'012,012. SABANCUY,'0251,1,B,0,1,3,,,,,1,2,1,35,31,3,43,25,34,39,44,26,38,33,16,,,,533,,,,,,,,,,,
'040251C0100,'040251C010003,'04,CAMPECHE,'012,012. SABANCUY,'0251,1,C,0,1,3,,,,,1,2,1,8,16,41,40,46,30,30,14,5,21,48,31,,,,532,,,,,,,,,,,
'040252B0100,'040252B010003,'04,CAMPECHE,'012,012. SABANCUY,'0252,1,B,0,1,3,,,,,1,2,1,26,45,42,8,36,24,46,13,24,7,40,41,,,,514,,,,,,,,,,,
'040252C0100,'040252C010003,'04,CAMPECHE,'012,012. SABANCUY,'0252,1,C,0,1,3,,,,,1,2,1,2,19,23,9,23,1,46,22,39,3,38,46,,,,513,,,,,,,,,,,
'040253B0100,'040253B010003,'04,CAMPECHE,'012,012. SABANCUY,'0253,1,B,0,1,3,,,,,1,2,1,24,7,46,46,7,33,28,35,19,30,32,15,,,,577,,,,,,,,,,,
'040253C0100,'040253C010003,'04,CAMPECHE,'012,012. SABANCUY,'0253,1,C,0,1,3,,,,,1,2,1,17,36,6,28,13,44,35,3,3,41,16,17,,,,576,,,,,,,,,,,
'040253C0200,'040253C020003,'04,CAMPECHE,'012,012. SABANCUY,'0253,2,C,0,1,3,,,,,1,2,1,48,46,45,1,33,29,42,22,39,27,27,43,,,,576,,,,,,,,,,,
'040254B0100,'040254B010003,'04,CAMPECHE,'012,012. SABANCUY,'0254,1,B,0,2,3,,,,,1,2,1,48,20,45,46,49,8,8,39,21,3,23,8,,,,683,,,,,,,,,,,
'040255B0100,'040255B010003,'04,CAMPECHE,'012,012. SABANCUY,'0255,1,B,0,2,3,,,,,1,2,1,15,26,4,16,47,37,19,16,15,49,27,9,,,,591,,,,,,,,,,,
'040256B0100,'040256B010003,'04,CAMPECHE,'012,012. SABANCUY,'0256,1,B,0,2,3,,,,,1,2,1,31,13,29,1,17,20,42,19,22,44,20,43,,,,591,,,,,,,,,,,
'040256C0100,'040256C010003,'04,CAMPECHE,'012,012. SABANCUY,'0256,1,C,0,2,3,,,,,1,2,1,6,48,35,43,4,18,3,15,22,32,45,18,,,,591,,,,,,,,,,,
'040256C0200,'040256C020003,'04,CAMPECHE,'012,012. SABANCUY,'0256,2,C,0,2,3,,,,,1,2,1,10,25,33,4,37,11,42,19,34,48,4,43,,,,591,,,,,,,,,,,
'040256C0300,'040256C030003,'04,CAMPECHE,'012,012. SABANCUY,'0256,3,C,0,2,3,,,,,1,2,1,26,6,29,30,37,47,45,35,29,46,15,17,,,,591,,,,,,,,,,,
'040257B0100,'040257B010003,'04,CAMPECHE,'012,012. SABANCUY,'0257,1,B,0,1,3,,,,,1,2,1,42,15,48,45,10,17,46,16,29,6,34,4,,,,651,,,,,,,,,,,
'040257C0100,'040257C010003,'04,CAMPECHE,'012,012. SABANCUY,'0257,1,C,0,1,3,,,,,1,2,1,33,29,43,44,43,18,15,48,34,47,9,42,,,,651,,,,,,,,,,,
'040257C0200,'040257C020003,'04,CAMPECHE,'012,012. SABANCUY,'0257,2,C,0,1,3,,,,,1,2,1,44,4,5,36,34,43,28,28,17,42,31,32,,,,651,,,,,,,,,,,
'040257C0300,'040257C030003,'04,CAMPECHE,'012,012. SABANCUY,'0257,3,C,0,1,3,,,,,1,2,1,17,20,40,44,23,4,19,24,37,21,35,36,,,,650,,,,,,,,,,,
'040257C0400,'040257C040003,'04,CAMPECHE,'012,012. SABANCUY,'0257,4,C,0,1,3,,,,,1,2,1,38,8,37,26,23,1,24,49,11,15,40,45,,,,650,,,,,,,,,,,
'040258B0100,'040258B010003,'04,CAMPECHE,'012,012. SABANCUY,'0258,1,B,0,2,3,,,,,1,2,1,40,2,13,47,25,36,28,10,34,32,3,8,,,,711,,,,,,,,,,,
'040258C0100,'040258C010003,'04,CAMPECHE,'012,012. SABANCUY,'0258,1,C,0,2,3,,,,,1,2,1,47,29,29,12,42,43,25,33,1,7,33,33,,,,711,,,,,,,,,,,
'040259B0100,'040259B010003,'04,CAMPECHE,'012,012. SABANCUY,'0259,1,B,0,2,3,,,,,1,2,1,14,36,37,36,30,22,46,13,8,26,34,8,,,,692,,,,,,,,,,,
'040259C0100,'040259C010003,'04,CAMPECHE,'012,012. SABANCUY,'0259,1,C,0,2,3,,,,,1,2,1,16,4,14,4,30,31,23,39,1,20,44,26,,,,692,,,,,,,,,,,
'040260B0100,'040260B010003,'04,CAMPECHE,'012,012. SABANCUY,'0260,1,B,0,2,3,,,,,1,2,1,5,16,12,40,3,18,13,34,1,10,12,25,,,,378,,,,,,,,,,,
'040260C0100,'040260C010003,'04,CAMPECHE,'012,012. SABANCUY,'0260,1,C,0,2,3,,,,,1,2,1,22,37,25,42,33,23,45,33,49,43,38,15,,,,377,,,,,,,,,,,
'040261B0100,'040261B010003,'04,CAMPECHE,'012,012. SABANCUY,'0261,1,B,0,2,3,,,,,1,2,1,5,4,29,32,13,20,46,41,41,21,42,18,,,,633,,,,,,,,,,,
'040261C0100,'040261C010003,'04,CAMPECHE,'012,012. SABANCUY,'0261,1,C,0,2,3,,,,,1,2,1,28,49,48,39,17,40,13,27,30,13,16,39,,,,633,,,,,,,,,,,
'040262B0100,'040262B010003,'04,CAMPECHE,'012,012. SABANCUY,'0262,1,B,0,2,3,,,,,1,2,1,39,2,22,30,23,1,22,17,44,47,20,13,,,,740,,,,,,,,,,,
'040262C0100,'040262C010003,'04,CAMPECHE,'012,012. SABANCUY,'0262,1,C,0,2,3,,,,,1,2,1,27,22,33,4,29,4,39,48,23,9,36,38,,,,739,,,,,,,,,,,
'040262E0100,'040262E010003,'04,CAMPECHE,'012,012. SABANCUY,'0262,1,E,0,2,3,,,,,1,2,1,24,8,11,32,4,8,35,49,9,43,38,13,,,,111,,,,,,,,,,,
'040263B0100,'040263B010003,'04,CAMPECHE,'020,020. PALIZADA,'0263,1,B,0,2,3,,,,,1,2,1,37,40,11,12,5,45,41,35,10,33,37,44,,,,536,,,,,,,,,,,
'040263C0100,'040263C010003,'04,CAMPECHE,'020,020. PALIZADA,'0263,1,C,0,2,3,,,,,1,2,1,1,35,11,18,39,7,28,7,49,24,39,4,,,,536,,,,,,,,,,,
'040264B0100,'040264B010003,'04,CAMPECHE,'020,020. PALIZADA,'0264,1,B,0,2,3,,,,,1,2,1,14,32,33,47,32,49,2,48,24,37,24,29,,,,393,,,,,,,,,,,
'040264E0100,'040264E010003,'04,CAMPECHE,'020,020. PALIZADA,'0264,1,E,0,2,3,,,,,1,2,1,23,13,48,5,4,48,39,27,14,47,26,6,,,,140,,,,,,,,,,,
'040265B0100,'040265B010003,'04,CAMPECHE,'020,020. PALIZADA,'0265,1,B,0,2,3,,,,,1,2,1,8,21,32,20,19,6,31,40,9,27,24,41,,,,746,,,,,,,,,,,
'040265C0100,'040265C010003,'04,CAMPECHE,'020,020. PALIZADA,'0265,1,C,0,2,3,,,,,1,2,1,49,24,9,9,45,46,39,38,16,9,23,30,,,,746,,,,,,,,,,,
'040265C0200,'040265C020003,'04,CAMPECHE,'020,020. PALIZADA,'0265,2,C,0,2,3,,,,,1,2,1,17,8,5,49,32,28,29,29,36,48,34,19,,,,745,,,,,,,,,,,
'040266B0100,'040266B010003,'04,CAMPECHE,'020,020. PALIZADA,'0266,1,B,0,1,3,,,,,1,2,1,49,49,31,23,48,37,41,38,29,21,40,22,,,,619,,,,,,,,,,,
'040266C0100,'040266C010003,'04,CAMPECHE,'020,020. PALIZADA,'0266,1,C,0,1,3,,,,,1,2,1,47,35,45,6,30,43,32,25,40,43,25,13,,,,619,,,,,,,,,,,
'040266C0200,'040266C020003,'04,CAMPECHE,'020,020. PALIZADA,'0266,2,C,0,1,3,,,,,1,2,1,36,27,28,23,41,6,6,5,13,48,32,40,,,,618,,,,,,,,,,,
'040267B0100,'040267B010003,'04,CAMPECHE,'020,020. PALIZADA,'0267,1,B,0,2,3,,,,,1,2,1,38,28,3,40,25,5,20,31,13,5,43,9,,,,720,,,,,,,,,,,
'040267C0100,'040267C010003,'04,CAMPECHE,'020,020. PALIZADA,'0267,1,C,0,2,3,,,,,1,2,1,9,33,27,18,13,14,20,39,16,36,25,36,,,,720,,,,,,,,,,,
'040267C0200,'040267C020003,'04,CAMPECHE,'020,020. PALIZADA,'0267,2,C,0,2,3,,,,,1,2,1,30,8,39,30,27,4,19,43,12,7,26,30,,,,720,,,,,,,,,,,
'040267C0300,'040267C030003,'04,CAMPECHE,'020,020. PALIZADA,'0267,3,C,0,2,3,,,,,1,2,1,16,41,35,39,26,7,42,25,45,35,39,24,,,,720,,,,,,,,,,,
'040267C0400,'040267C040003,'04,CAMPECHE,'020,020. PALIZADA,'0267,4,C,0,2,3,,,,,1,2,1,11,17,16,31,6,21,37,36,36,36,38,30,,,,719,,,,,,,,,,,
'040268B0100,'040268B010003,'04,CAMPECHE,'020,020. PALIZADA,'0268,1,B,0,2,3,,,,,1,2,1,10,10,32,13,6,44,3,44,43,47,29,4,,,,711,,,,,,,,,,,
'040268C0100,'040268C010003,'04,CAMPECHE,'020,020. PALIZADA,'0268,1,C,0,2,3,,,,,1,2,1,27,27,28,38,35,19,34,32,28,5,46,27,,,,711,,,,,,,,,,,
'040268C0200,'040268C020003,'04,CAMPECHE,'020,020. PALIZADA,'0268,2,C,0,2,3,,,,,1,2,1,20,24,39,49,6,49,34,6,9,25,7,13,,,,710,,,,,,,,,,,
'040269B0100,'040269B010003,'04,CAMPECHE,'020,020. PALIZADA,'0269,1,B,0,2,3,,,,,1,2,1,18,15,37,40,11,17,9,18,25,38,14,18,,,,429,,,,,,,,,,,
'040269C0100,'040269C010003,'04,CAMPECHE,'020,020. PALIZADA,'0269,1,C,0,2,3,,,,,1,2,1,25,46,26,41,13,28,6,28,11,40,26,7,,,,428,,,,,,,,,,,
'040270B0100,'040270B010003,'04,CAMPECHE,'012,012. SABANCUY,'0270,1,B,0,2,3,,,,,1,2,1,34,24,7,21,25,32,41,45,11,13,21,25,,,,291,,,,,,,,,,,
'040271B0100,'040271B010003,'04,CAMPECHE,'012,012. SABANCUY,'0271,1,B,0,2,3,,,,,1,2,1,32,31,4,30,16,49,27,31,49,24,38,39,,,,380,,,,,,,,,,,
'040271C0100,'040271C010003,'04,CAMPECHE,'012,012. SABANCUY,'0271,1,C,0,2,3,,,,,1,2,1,8,18,37,41,25,23,3,41,16,48,39,18,,,,379,,,,,,,,,,,
'040272B0100,'040272B010003,'04,CAMPECHE,'012,012. SABANCUY,'0272,1,B,0,2,3,,,,,1,2,1,27,36,2,25,29,10,35,35,19,8,5,22,,,,132,,,,,,,,,,,
'040274B0100,'040274B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0274,1,B,0,2,3,,,,,1,2,1,27,17,44,26,22,2,7,22,19,36,46,37,,,,549,,,,,,,,,,,
'040274C0100,'040274C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0274,1,C,0,2,3,,,,,1,2,1,9,1,19,13,30,14,37,23,29,6,42,4,,,,548,,,,,,,,,,,
'040275B0100,'040275B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0275,1,B,0,2,3,,,,,1,2,1,8,17,16,6,20,40,32,27,27,11,42,30,,,,316,,,,,,,,,,,
'040275E0100,'040275E010003,'04,CAMPECHE,'014,014. CANDELARIA,'0275,1,E,0,2,3,,,,,1,2,1,47,45,23,25,44,2,16,16,28,10,23,9,,,,246,,,,,,,,,,,
'040276B0100,'040276B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0276,1,B,0,2,3,,,,,1,2,1,26,15,48,34,4,12,4,8,42,42,45,36,,,,378,,,,,,,,,,,
'040277B0100,'040277B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0277,1,B,0,2,3,,,,,1,2,1,44,28,28,41,19,47,43,44,34,48,27,10,,,,584,,,,,,,,,,,
'040277C0100,'040277C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0277,1,C,0,2,3,,,,,1,2,1,43,35,47,29,45,1,3,17,28,47,35,21,,,,584,,,,,,,,,,,
'040277C0200,'040277C020003,'04,CAMPECHE,'014,014. CANDELARIA,'0277,2,C,0,2,3,,,,,1,2,1,3,25,39,39,16,29,11,22,12,11,9,25,,,,584,,,,,,,,,,,
'040279B0100,'040279B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0279,1,B,0,1,3,,,,,1,2,1,33,49,26,39,10,1,12,9,32,26,5,16,,,,717,,,,,,,,,,,
'040279C0100,'040279C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0279,1,C,0,1,3,,,,,1,2,1,45,46,26,40,17,19,22,20,42,23,25,43,,,,716,,,,,,,,,,,
'040279C0200,'040279C020003,'04,CAMPECHE,'014,014. CANDELARIA,'0279,2,C,0,1,3,,,,,1,2,1,5,11,16,41,45,37,40,19,44,4,44,16,,,,716,,,,,,,,,,,
'040280B0100,'040280B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0280,1,B,0,1,3,,,,,1,2,1,8,47,36,5,16,30,41,6,43,17,43,3,,,,558,,,,,,,,,,,
'040280C0100,'040280C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0280,1,C,0,1,3,,,,,1,2,1,25,19,33,44,13,3,11,16,46,9,9,34,,,,558,,,,,,,,,,,
'040280C0200,'040280C020003,'04,CAMPECHE,'014,014. CANDELARIA,'0280,2,C,0,1,3,,,,,1,2,1,47,20,30,9,12,13,49,2,26,47,46,43,,,,558,,,,,,,,,,,
'040281B0100,'040281B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0281,1,B,0,2,3,,,,,1,2,1,8,29,40,2,4,19,49,14,34,9,42,46,,,,671,,,,,,,,,,,
'040281C0100,'040281C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0281,1,C,0,2,3,,,,,1,2,1,42,42,39,42,21,34,14,46,22,41,40,30,,,,670,,,,,,,,,,,
'040282B0100,'040282B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0282,1,B,0,1,3,,,,,1,2,1,28,14,2,14,11,1,18,47,6,14,22,38,,,,563,,,,,,,,,,,
'040282C0100,'040282C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0282,1,C,0,1,3,,,,,1,2,1,46,45,37,10,23,11,31,29,18,18,12,19,,,,562,,,,,,,,,,,
'040283B0100,'040283B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0283,1,B,0,1,3,,,,,1,2,1,13,3,30,43,43,8,10,17,48,3,30,49,,,,706,,,,,,,,,,,
'040283C0100,'040283C010003,'04,CAMPECHE,'014,014. CANDELARIA,'0283,1,C,0,1,3,,,,,1,2,1,20,5,33,2,27,26,45,38,24,23,33,30,,,,705,,,,,,,,,,,
'040283C0200,'040283C020003,'04,CAMPECHE,'014,014. CANDELARIA,'0283,2,C,0,1,3,,,,,1,2,1,41,5,45,48,27,25,26,17,49,3,37,10,,,,705,,,,,,,,,,,
'040284B0100,'040284B010003,'04,CAMPECHE,'012,012. SABANCUY,'0284,1,B,0,2,3,,,,,1,2,1,17,12,25,1,30,12,15,42,21,6,8,1,,,,310,,,,,,,,,,,
'040285B0100,'040285B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0285,1,B,0,2,3,,,,,1,2,1,2,6,47,29,22,5,40,35,13,44,8,21,,,,551,,,,,,,,,,,
'040285E0100,'040285E010003,'04,CAMPECHE,'014,014. CANDELARIA,'0285,1,E,0,2,3,,,,,1,2,1,26,30,37,34,15,38,24,21,17,49,24,22,,,,279,,,,,,,,,,,
'040286B0100,'040286B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0286,1,B,0,2,3,,,,,1,2,1,11,44,41,24,45,35,14,44,44,39,11,5,,,,303,,,,,,,,,,,
'040287B0100,'040287B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0287,1,B,0,2,3,,,,,1,2,1,18,34,30,45,22,48,13,45,9,30,20,9,,,,307,,,,,,,,,,,
'040288B0100,'040288B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0288,1,B,0,2,3,,,,,1,2,1,7,5,19,43,31,20,8,40,34,45,9,33,,,,416,,,,,,,,,,,
'040289B0100,'040289B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0289,1,B,0,2,3,,,,,1,2,1,24,32,11,44,36,39,9,33,44,29,17,41,,,,649,,,,,,,,,,,
'040289E0100,'040289E010003,'04,CAMPECHE,'014,014. CANDELARIA,'0289,1,E,0,2,3,,,,,1,2,1,31,16,15,41,16,18,21,42,11,37,13,12,,,,102,,,,,,,,,,,
'040290B0100,'040290B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0290,1,B,0,2,3,,,,,1,2,1,24,42,26,22,41,28,3,34,23,2,19,31,,,,136,,,,,,,,,,,
'040291B0100,'040291B010003,'04,CAMPECHE,'014,014. CANDELARIA,'0291,1,B,0,2,3,,,,,1,2,1,2,34,8,35,39,17,14,44,2,11,43,13,,,,569,,,,,,,,,,,
